_id,domain_global_string,review_rating,notes,review_text,review_title,use_sentiment_label,use_theme_exists,fit_sentiment_label,fit_theme_exists,value_sentiment_label,value_theme_exists,style_sentiment_label,style_theme_exists,quality_sentiment_label,quality_theme_exists
navy185891238,APPAREL,4,,"ON Rockstars are usually the only jeans Ill wear nowadays. They are very soft and comfortable. I like the options of the different rises, and mid-rise suits me best. They are very form-fitting when first trying on. However, after a few hours in them and of walking around, they tend to sag and droop, and I find myself having to pick them up often :/ The step-hem is a nice touch, and jeans fit a little longer on me than pictured on model. No big deal tho. #OldNavySweepstakes",Fitted and comfortable,,0,pos,1,,0,,0,neg,1
navy185928249,APPAREL,5,X,"My absolute FAVORITE skinny jeans!!! I buy these in Black and Rinse every couple months. Also have purchased other colors. The sculpting effects is great, makes my butt look higher, and thighs look slimmer and tighter. That's exactly what any woman's dream jeans needs to do!!!  Plus, Love the high-waist look! Size 16 because that sculpt is tiiiiight! After a couple months, I have to switch to another pair because my inner thighs rub, and the color starts to fade in that part of the jeans. Thanks Old Navy!!!  #OldNavySweepstakes",My FAVORITE Skinny Jeans,,0, ,0,,0,pos,1,,0
navy186826408,APPAREL,5,X,"These are it--the pants I've been wishing for for YEARS.  A thick ponte knit legging.  Ponte knit seems to be the only stretchy pant fabric that holds up to wear for any significant length of time, and it also looks polished.  I am 5'6"" and normally wear a 14 or 16, and I bought the XL in regular length.  Fits like it was made for my body.  Amazing, because being 5'6"", I rarely experience such a good inseam fit.  Regular length always seems like it was cut for someone just an inch or two taller than me, while petites are always too short.  These are perfect!  The waistband is super comfy, and I love the seam going up the front and back.  I plan to purchase an entire week's worth of these in black.  PLEASE OLD NAVY, KEEP MAKING THESE FOREVER AND DON'T CHANGE A THING!  They are perfect.","Please ON, don't ever discontinue these!",,0,pos,1,pos,1,,0,,0
navy189316230,APPAREL,5,X,"Love these yoga pants. Very comfortable. Slimming. Snug, but not tight. Will buy again.",Best,,0,pos,1,pos,1,,0,,0
navy190277225,APPAREL,5,,This dress is made well with an inside slip inside for lining. The dress is cut perfectly and looks great with booties!,Well made!,,0,,0,,0,pos,1,pos,1
navy190519751,APPAREL,3,,I like buying something like this for running with my children,So pretty,pos,1,,0, ,0,pos,1,,0
navy191754129,APPAREL,5,,Love how it fits my little girl ! Doesn't shrink. Love the quality of it. No issues.,Fits perfectly!,,0,pos,1,,0,,0,pos,1
navy192332446,APPAREL,5,,Fit is right on the money...Color is rich...length is perfect...#OldNavy$weepstakes,Comfortable and Stylish,,0,pos,1,,0,pos,1,,0
navy192574799,APPAREL,5,,"This is the jacket you grab for a weekend trip, a casual dinner with friends or just when you're out and about. It's very comfortable and    convenient with the front zipper for easy removal. I do think it runs a little big. I purchased the small and it feels a little more like a medium. However, it does allow me to have more options on what I wear underneath.  Great purchase for fall and winter. Also nice to have for camping this summer!","Great ""go to"" jacket!",pos,1,pos,1,,0,,0,pos,1
navy194740071,APPAREL,5,,#OldNavySweepstakes. It’s a great fleece for a great price. My kids love it. Bought 2. Exactly as shown. Great quality for the price,Perfect for fall and sprong,pos,1,,0,pos,1,,0,pos,1
navy195366365,APPAREL,5,,"I ordered these while they were on sale so I could get ready for summer.  I work outside at a resort teaching fitness classes and these are great, they are appropriate length and fit comfortably!  #oldnavysweepstakes",Perfect shorts!,pos,1,pos,1,,0,,0,,0
navy196062895,APPAREL,4,X,Brought this soft and comfortable shirt for a casual outing but it also turned into a out on the town addition...glad to found a stylist gem!,Comfortable,pos,1,pos,1,,0,pos,1,,0
navy196827340,APPAREL,5,,I needed something warm and comfortable.  This sweater was perfect!  The fabric is soft and durable.  It does not stretch in the wash. Perfect!,This a great shirt,,0,pos,1,,0,,0,pos,1
navy197605606,APPAREL,5,,"OMG!!! Hands down, these are the most comfortable yoga pans I've ever worn! I recently bought 2 pairs, going back to Old Navy today to buy more!",Comfort!,,0,pos,1,pos,1,,0,,0
navy197991761,APPAREL,5,,"I lost my favorite pair of Old Navy yoga crops a few years ago and recently bought these to replace them and am completely satisfied with them! They have a great soft feel like cotton leggings, but hold up to yoga without stretching out of shape. Just what I was looking for!",Great Feel,pos,1,,0,,0,,0,pos,1
navy198168831,APPAREL,5,,bought for my 6 year old daughter and she likes not having a zipper to deal with. Great fabric with room to move instead of skin tight. good fit and comfortable fabric,good fit,,0,pos,1,,0,,0,pos,1
navy198579306,APPAREL,5,,"My husband wanted some shorts to wear on the beach that weren't swim trunks. Nailed it on these shorts. If they would have had another pair in his size, he would have bought it. Perfect fit, lightweight, and hits him at the top of his knee (which he likes). For a picky shopper, these were perfect!",Great beach shorts,pos,1,pos,1,,0,,0,pos,1
navy198806280,APPAREL,5,x,Fit is perfect  Fun little dress  Can be worn for any occasion,Comfy and cute!,,0,pos,1,,0,pos,1,,0
navy199248583,APPAREL,5,"?X, X",Love the fit. Great cut. Great length. I own a 1/2 dozen of these. They are my go to shorts.,Perfect running shorts,pos,1,pos,1,,0,,0,pos,1
navy199252227,APPAREL,4,,The faded blue jean color will work well with my wardrobe!,Love the color of this jacket!,,0,,0,,0,pos,1,,0
navy199776957,APPAREL,5,,Nice t-shirt to wear with jeans or shorts during the summer.,Soft and Comfy,pos,1,pos,1,,0,,0,pos,1
navy200065470,APPAREL,5,X,Love these to wear with shorts - nice cut  and feel,Love the T’s,,0,,0,,0,,0,pos,1
navy200145151,APPAREL,5,X,"I’m always on the hunt for a workout shirt that fits well. I don’t like thing so fitted they’re constraining or ride up when I lift my arms. However, I also don’t want them so loose I have to worry about them flying up when moving around in the gym.  This is the perfect semi-fitted shape. Plus it’s the wonderful dry fit material and has a fun little see through design on the back. A great purchase.",Love this shirt,,0,,0,pos,1,pos,1,pos,1
navy200205950,APPAREL,4,,"Definitely a high rise which I like because it smooths everything out and doesn't cut in. For me, the rise is well above my belly button, unlike the model. I found myself pulling them up quite a lot and they are a bit sheer when bending over, but they are very comfy and a good price.","High Rise, tad sheer, but comfy",,0,pos,1,pos,1,,0,neg,1
navy200405207,APPAREL,5,X,"I took the bra pads out before wearing this, so I’m not sure how those worked. But I wear this to yoga class and running and it offers plenty of support! I wear a 34D and a medium still kept everything in place the entire time I worked out. It was comfortable and wicked away sweat very well.",,pos,1,pos,1,,0,,0,,0
navy200408265,APPAREL,5,X,"I usually buy much more expensive jeans but thought I would take a chance with these curvy straight jeans. I was pleasantly surprised at how well they fit. I am 5'9"" 135 lbs and bought a 4L. They fit perfectly.  A nice slim fit, not too skinny, and no gapping at waist. Thank you!!",Great Fitting Jeans!,,0,pos,1,,0,,0,,0
navy200759937,APPAREL,5,X,My husband owns this sweatshirt in the olive colorway. He likes the fit and the material. He needs a longer torso in tops so he usually sizes up to an XL despite his small frame. But the large in this top fits him perfectly. At the sale price I couldn't pass up buying another one in this style to save until winter.,Came back for seconds,pos,1,pos,1,pos,1,,0,,0
navy201228958,APPAREL,5,,"I own several different pairs of these shorts. They are awesome for everyday wear and for running in, doing classes at the gym in, and can even be used as swimsuit bottoms as they dry out well and hold up in the water very we'll!",I live in these shorts during the summer!,pos,1,,0,,0,,0,,0
navy202103388,APPAREL,5,X,Great style and super soft. Good value for the price.,,,0,,0,pos,1,pos,1,,0
navy202288243,APPAREL,5,X,"I love these pants! You can dress them up with heels or wear casual with flats. The fit is good - I'm 5'4 / 140lbs with a 29 inch inseam and some booty, and a size 4 fits great.  The length hits right at my ankle bone. I wish they were smidge shorter like the picture.love The pockets too.  The material is a medium weight - light enough for Summer, Spring and Fall in So Cal.",Great Pants - Dressy or Casual,,0,pos,1,,0,,0,pos,1
navy202303519,APPAREL,5,,I love this jacket! I was looking for a black jean  jacket forever and when I saw this one and at the price that it was that I could not pass up! perfect length and weight  and I can't wait to wear it this fall and winter,Great Jacket,pos,1,pos,1,pos,1,,0,pos,1
navy202541444,APPAREL,5,X,I really like these jeans.  I think a straight leg is more flattering on me then a skinny and these fit the bill.  True to size.,Love,,0,pos,1, ,0,,0,,0
navy202846201,APPAREL,5,?X,"Exactly as pictured, light weight and not bulky like some vests. Perfect for warmer climates  that may need a lightweight layer in the winter.",,pos,1,,0,,0,pos,1,pos,1
navy202876619,APPAREL,4,X,My 14 yr old son is in men's sizes and I needed a couple basic pairs for him to have since he's outgrown everything. This pair is a nice basic jean to have. It's not his favorite pair but they work. They have honestly look a lot better on my son than the pictured model. (I would never have bought them online seeing that picture.) The slim fit with the stretch makes it comfortable for him. FYI- make sure if you buy them in the store that the price rings up correctly. They tried to charge me more than what the price on the label said.,Basic jeans,,0,pos,1,,0,pos,1,,0
navy202985877,APPAREL,3,,"I love the color of this shirt, but unfortunately, it was too fitted and see through. I normally wear a small, but this was way too clingy. Unfortunately, it's going back.",Too See Through,,0,neg,1,,0,pos,1,neg,1
navy87441174,APPAREL,5,,"Shorts appear well made, easy to put on, and durable.  Also, sizing seems to be accurate.",school shorts,,0,pos,1,,0,,0,pos,1
navy99522955,APPAREL,5,,"I got these for my 11 month old daughter. She is 20 lbs, 28 1/2 inches long. They just pass her ankle. They are adorable and I love the lace detail. She is crawling all over and they held up great and washed nicely. I've been using them with dresses instead of torturing her with tights! I would def. buy them again. I was expecting them to stretch out but they held their shape.",A great staple!,,0,,0,pos,1,pos,1,pos,1
nord113412425,APPAREL,5,,I'm very happy with these knee highs. They are comfortable and the elastic stays up without being too tight. It seems like they are durable too.,sheer knee highs,,0,pos,1,,0,,0,pos,1
nord142194007,APPAREL,5,?X,This top is so comfortable and soft. The rounded shape of the bottom is very flattering for my body shape. I also like that it's not clingy without being boxy. I ended up purchasing another color.,Soft and Comfy,,0,pos,1,pos,1,,0,pos,1
nord150628806,APPAREL,5,,"This jacket is so comfortable, the faux-shearling lining is so soft and it's warm enough for the PNW winters. After reading other reviews I was torn on what size to order so I ordered both a S and M. I am 5'5' and 125 lbs. I ended up keeping the S and there is even enough room for layering underneath. So happy with my purchase!!",Comfortable and warm,pos,1,pos,1,,0,,0,pos,1
nord159181886,APPAREL,2,X,"This spanx item is very thick . It does have the support, however trying on for few minutes and moving around the top started rolling. I am on thinner side, but wanted something for to suck me in more for a formal dress. This made me feel bigger and it just did not work.",Thick and Top Rolls,neg,1,,0,,0,,0,,0
nord165124795,APPAREL,1,X,Not the dress I expected. The material was thin and color looked faded. Not the best cut. I'm returning this dress,Poor quality,,0,,0,,0,,0,neg,1
nord165661860,APPAREL,4,,Flattering fit. Silky to the touch. Slimming!,Pretty and flattering.,,0,pos,1,,0,pos,1,pos,1
nord166395442,APPAREL,5,X,"These are the most comfortable and yet flattering white jeans I have ever tried. After seeing many recommendations for this pair in particular, I gave them a try and I am so glad I did! The high waist is flattering for crop tops or any other top, and the price point is very reasonable for the quality.",Flattering and Reasonably Priced,,0,,0,pos,1,pos,1,,0
nord166563709,APPAREL,5,,Absolutely love this cut & Donna! Love the added feature of the hem release. I've worn Kut from the Kloth for quite a few years now and I've never been disappointed with the quality & the styles are current.,LOVE!!,,0,,0,,0,pos,1,pos,1
nord166662226,APPAREL,2,,"This just looks cheap to me, and I would prefer to pay more for better quality. I doubt this will last more than one season and looks like it will pill horribly. On the positive side, I like the basic style, it is true to size, and the gray color is very attractive.",Not the quality I am looking for,,0,pos,1,,0,pos,1,neg,1
nord167751485,APPAREL,5,?X,"Super comfy and oversized, but still has a shape. The slit in the back is at a very flattering spot and looks great",A little edge to your comfort,,0,pos,1,,0,pos,1,pos,1
nord169553364,APPAREL,5,X,"I got the dress in black and it is so flattering and sexy. The material is thick too so it helps keep things in place. I ordered a size 2 and I weigh 127 and am 5'7"" and it fits just right.",Classy and flattering evening gown,,0,pos,1,,0,pos,1,pos,1
nord170759692,APPAREL,5,,"Such a great sweatshirt! It looks cute with sweatpants, jeans and shorts. Great for a quick throw on when at the beach or cookout late night or for a low key Sunday...especially now that football is coming back on. The inside is super soft and the style is really cute. I love the swoop neck because I hate anything too high on my neck too. I ordered an XL because I like extra room and baggy tops for lounging (and in case I accidentally shrink it in the wash!) Overall a FABULOUS purchase!",Fabulous Sweatshirt,pos,1,pos,1,pos,1,pos,1,pos,1
nord176735307,APPAREL,5,,"I was looking for something slightly different than the standard leather jacket. This jacket is awesome. All the zippers and pockets are fully functional, totally love it.",Best Leather Ever!,,0,,0,,0,,0,pos,1
nord177333299,APPAREL,5,,"Perfect jacket to wear even when it's not raining, but it's not quite cold enough for a winter coat, due to the soft removeable liner. The style is sleek and classy - it matches well with everything.",Classy jacket by Gallery,pos,1,,0,,0,pos,1,pos,1
nord177950449,APPAREL,5,X,"This suit is super cute! Having 3 kids, my main concern is my stomach area. This covers all of that, and still is sexy and actually has breast support! The price makes it a no brainer!",Buy this!,,0,,0,pos,1,pos,1,,0
nord178591734,APPAREL,5,,So comfortable and it looks great under a tank top!,Best Bralette I Own!,,0,pos,1,,0,pos,1,,0
nord178675078,APPAREL,5,,"This shirt is soft and comfortable. True to size - I am 5""4"", 34B and typically wear a size 4 and ordered a Small, fits perfectly. The pink color is bright and perfect for spring/summer. I highly recommend it.",BP Perfect Shirt,pos,1,pos,1,,0,pos,1,pos,1
nord178866652,APPAREL,5,,"I LOVE this dress! I got it in black for my prom and it is so classy and well-made. I feel like this could look good on just about any body-type. I am 5'5 and about 150 pounds and a large fits very well. My only small complaint is that it is too long even with heels, so I'm going to have to get it altered. Aside from that, it is very flattering and good quality, and will definitely make a statement. So excited to wear this!",so nice!,pos,1,pos,1,,0,pos,1,pos,1
nord179327771,APPAREL,4,,"It's super cute, but I agree it is a little big, so I would go for a smaller size. It is a little pricey and it is not the most flattering, but for a nice summer day it is definitely comfy.",Cute,pos,1,neg,1,neg,1,pos,1,,0
nord180002203,APPAREL,5,X,"I love these pants. They strike the perfect balance of being fashion forward yet conservative for the office. The fit is perfect, and the quality is impeccable. Runs a little roomy like all St. John. Will be great with pastel jackets this summer.",Stylish yet classic,,0,pos,1, ,0,pos,1,pos,1
nord180136614,APPAREL,5,,"This cardigan is beautiful! I purchased the black and white striped as well as the yellow one. The yellow is a bright canary yellow color which is what I was hoping for. The length is perfect, hits right at the hip and the material is light weight. I live in California and see myself wearing this all year long. I'm usually a large but I purchased these in a medium, which was perfect! Today I wore the yellow for the first time and received so many compliments. I love them so much, I ordered the green and purple/pink color as well. I honestly want every color!! I plan on purchasing the black, grey and navy next!",Best cardigan!!!,pos,1,pos,1,pos,1,pos,1,pos,1
nord180364266,APPAREL,5,X,"Great material, comfortable and stretchy. Love the fit and cut.",Great cut and fit,,0,pos,1,,0,,0,pos,1
nord180383034,APPAREL,5,,"Love these. They're the perfect postpartum workout pant (that I wear pretty much everywhere if I'm being honest). They're lightweight but not remotely see-through. They come up high to support my post-baby belly, and they're super stretchy and comfortable. Great for summer.",Perfect for postpartum!,pos,1,pos,1,,0,,0,pos,1
nord180524034,APPAREL,5,x,The band is soft and not restrictive. The color nude is very natural on my skin. I buy these frequently.,Very comfortable,,0,,0,pos,1,,0,pos,1
nord181346322,APPAREL,5,X,These are my favorite cut for Paige. Slim fit but still room for comfort. Stylish with everything. Can go from day to night out!,Comfort and style together,,0,pos,1,,0,pos,1,,0
nord181349215,APPAREL,2,,"Dress fit well - soft fabric, ruched along the torso area which was flattering and cut nicely at the chest area. However the material was much thinner on the bottom of the dress so it became completely see through when you bent over. I also bought the grey space dye color and didn't notice on that dress, but the black one was returned.",Too thin on the backside - totally see through!,,0,pos,1,,0,pos,1,neg,1
nord181518457,APPAREL,5,,"Perfect sweater for Fall. It’s soft, stylish, and so comfy! Definitely recommend",Fall Staple Sweater,pos,1,pos,1,,0,pos,1,pos,1
nord40112388,APPAREL,5,X,"This is the 4th Dream Tisha I have purchased and I absolutely love it! I had breast surgery several years ago and my cup sizes are no longer the same. This molded cup hides the difference and creates a beautiful silhouette. Although the band is initially tight, it quickly loosens up to fit perfectly. I would recommend this bra to anyone who wants a well fitted, comfortable, supportive bra.",I love this bra!,pos,1,pos,1,,0,,0,pos,1
nord67224768,APPAREL,5,,"These are very flattering, and just skim the body. The color is rich and I am looking forward to wearing them-alot.",Great color,,0,pos,1,,0,pos,1,,0
nord90699772,APPAREL,5,,"I recently lost a bunch of weight and wanted to treat myself to a new dress. I read the reviews about this particular style and was hesitant as to which size to order. I had been so used to buying L or XL but I went with a M and it fits PERFECTLY. I am 5' 4"" and 152 pounds. The fit is great and not too short. It's a great addition to my wardrobe - I can wear to work in the summer with sandals but also dress it up at night with wedges and cocktail jewelry. I even plan on wearing it with leggings this fall!! I would recommend this to any gal looking for a classic, gorgeous dress - this is the one!",Simple Yet Beautiful!,pos,1,pos,1,,0,pos,1,,0
penney113148979,APPAREL,5,,I love these shorts. They fit perfectly and are very comfortable. I especially like that they don't go way down below my knees like something that can't decide if they are shorts or pants. I highly recommend these hiking shorts.,Great Shorts Great Price!,,0,pos,1,pos,1,,0,,0
penney117076308,APPAREL,5,,These shirts are perfect for school. My grandson will not wear any other type of shirt.,"Cool for hot weather, comfy.",pos,1,pos,1,,0,,0,,0
penney123188587,APPAREL,4,,"Able to use these shorts for outside work, pockets are helpful for holding items, such as small tools or nails, Also good for outdoor hiking. Now my favorite pairs of shorts this summer.",Comfortable and practical for shorts.,pos,1,pos,1,,0,,0,pos,1
penney125455173,APPAREL,2,,The first day I wore it the cuff came ripped out. It was embarrassing as I was at a wedding.,The sweater disappointed me.,,0,,0,,0,,0,neg,1
penney127828369,APPAREL,5,,"Purchased the Camouflage Shorts previously, since my grandson liked them decided to try the Black cargo shorts as well. They can be worn with a nice shirt to casual functions as well as everyday to school with a t-shirt or action hero shirt. My grandson Loves both pairs of the cargo shorts that he has and wants more.",Can be worn to school and other functions paired with a shirt or polo.,pos,1, ,0,,0,,0,,0
penney141517202,APPAREL,5,,"I wore these today for the first time. We had a lunch to go to. They fit great, and was very comfortable to have on with a nice shirt.. pockets were large.",Love the pockets,,0,pos,1,,0,,0,pos,1
penney154721165,APPAREL,5,,"The fabric is so soft and airy without being super sheer. It'll be the perfect shirt for a hot day. I bought the turquoise and love the color, a pretty true turquoise, not too green. It comes out of the wash with that broken in look. If you prefer something more crisp, you may want to iron this. I'm 5'4"", 127 lbs, athletic build. A small fit me just right.",Can hardly wait for warm weather. I'll live in this!,,0,pos,1,,0,pos,1,pos,1
penney158822681,APPAREL,2,X,I've noticed all Levi's jeans are this way. There either wide in the thigh and small leg opening or wide in the leg opening and very slim in the thighs. I don't like the tapered leg. I wear a size 17 shoe and it's hard to get my foot though there tiny opening. I am 7 feet tall and not big. Just tall and have strong legs so I need a wider thigh as well but they don't have a pair with wide legs all the way through.,poor quality control,,0,,0,,0,,0,neg,1
penney158900822,APPAREL,4,,I love them more and more! Keep the same style and body pattern but change the design prints! Make them more trendy so young men will wear them more,"This product is sturdy ,durable and affordable for all my family members",,0,,0,pos,1,pos,1,pos,1
penney162261899,APPAREL,5,,"I really liked the style of shorts, comfortable and the fit is great!","cute style , fit well, great price.",,0,pos,1,pos,1,pos,1,,0
penney164189961,APPAREL,4,,Good value on good basketball shorts. Nice length.,Good value,,0,pos,1,pos,1,,0,,0
penney175126779,APPAREL,5,,Bought this for my 10-year old daughter for this year's oncoming winter and she loves it. This is like a 3/4 length jacket that has a good weight to it to keep her warm with a detachable hood and pockets in front. My husband and I thought that was a pretty good quality jacket for the price especially when JCPenny has one of the their great sales.,My daughter loves her jacket!,pos,1,,0,pos,1,,0,pos,1
penney177081066,APPAREL,1,,"I've never gotten anything from JCP before of such poor quality! This top came with an odd chemical smell. Into the wash it went - cold water with similar colors. After the very first wash, the fabric appears to be discoloring in areas. It's as if it is a velvety material, and the outer layer is rubbing off? I wanted a red tunic for the holidays. I'm letting this dry now but it may be unwearable. Completely disappointed in this purchase! I've paid less for much better quality from JCP in the past!",Very poor value,,0,,0,neg,1,,0,neg,1
penney178660866,APPAREL,5,X,"I have a few Bras from Dorina, because its an amazing value and this bra didn't disappoint. I know some people find that it runs small, and it does a bit, but the style is fantastic and supports my larger size chest",adorable and great support,,0,neg,1,pos,1,pos,1,,0
penney179990735,APPAREL,5,,I love the dress and it is nice and cool for the summer and also was a great price!,Dress-looks great and great price,pos,1,,0,pos,1,pos,1,,0
penney180563339,APPAREL,5,,My husband bought 2 pairs of these last year. He normally hates shorts even when it is hot because he has short legs and most men's shorts fit him below the knee. These are the only ones he can wear that aren't too long. Just bought 2 more. One pair ripped but that's because the neighbor's dog was jumping on him and grabbed ahold of the pant leg. The only thing he doesn't like is the Velcro pockets in the back they are hard to open but he'll have to live with that as these are the only shorts we have found that actually fit him. No more long pants on the hottest days. Thank you JC Penny.,Great fit for shorter legs,,0,pos,1,,0,,0,neg,1
penney74123967,APPAREL,5,,"well made, well fitting and it looks great. JCP is one of the few places you can get fitted dress shirts. Regular fit is way too baggy for me. Have tried other dress shirts and keep coming back to JCP. None compare for price, quality and value.",beautifully tailored,,0,pos,1,pos,1,pos,1,pos,1
talbots104025440,APPAREL,4,,"Love the style of this sheath, and the cotton fabric. Please offer in pastel colors for the summer! Would have given the dress 5 stars if there were more color choices.",Please offer this sheath style in pastel colors!,,0,,0,,0,pos,1,pos,1
talbots104981753,APPAREL,5,,"LOVE this jacket !!!! The quilting, red piping detail at the collar, shoulders & pockets and the beautiful lining make this jacket a standout!!!  I usually wear a large but needed XL because of a full bust.",Stylish And Super Cute,,0,,0,,0,pos,1,pos,1
target199310640,APPAREL,2,X,"I’ve been wearing these for years, and have loved them. They must have been redesigned. A pocket is no longer there. The cargo pockets on the side are not as easy to close as they used to be. And the fit has changed, while they still fit my waist properly they are now tight on the thighs and calves. I will probably be looking for a new standard pant option for work.",Changes not for the better,,0,neg,1,,0,,0,neg,1
target199546039,APPAREL,5,,"I have always loved this brand of cargo pants. Comfortable and easy to take care of. The outside pocket designed for a smart phone leaves something to be desired, but I can live with that just put it in an inside pocket.",Love them!,,0,pos,1,,0,,0,neg,1
target201318551,APPAREL,3,X,"While these pants fit great and are a great value, and so far are washing/drying very well.  My son has ripped out the bar from the hook/bar closure on 4 pairs.  They aren't sewn in, instead it's a bit like a staple, which is fortunate as it doesn't cause much damage when he pulls it out.  Now I realize part of the issue is my son's inability to open/close these without tugging harshly, but at the same time if they were sewn in we wouldn't have the issue.  (I have sewn in replacements and they have been holding so far.)  I am very happy that a short at this price-point has the elastic at the waist, an excellent feature.",,,0,pos,1,pos,1,,0,,0
target201441079,APPAREL,5,,"My grandson wears these to school as part of his warm weather uniform. It’s nice that they come in regular, husky and slim. They wash well with minimal shrinkag e and are comfortable. Thanks for getting them back in stock. Yes!",Comfortable uniform shorts,pos,1,pos,1,,0,,0,pos,1
target201469941,APPAREL,5,,"I purchased a pair of these pants about year ago for my son. I noticed him wearing them pretty often. When I asked why, he said ""they're so comfortable and sturdy and I love that they have a pocket on the leg for my cell phone"". ""I wish I had another pair"". I'm surprising him with four more pair for Christmas! Great product for the price!",Great Buy!,,0,pos,1,pos,1,,0,pos,1
target203370053,APPAREL,1,X,"I have always loved the material and look of Dickies work pants but have never been impressed with the fit and accuracy between one pair and another. Hoping the FLEX Skinny Straight Fit Work Pant might fit better than the 874, I ordered a few and was unimpressed. The crotch and hip were huge, the waist tight and the legs tiny and short. I feel like these work pants are designed to fit Sponge Bob square pants but each individual pair fits differently so even Sponge Bob would have issues.",Poor Fit and Cut,,0,neg,1,,0,,0,neg,1
target206277235,APPAREL,5,,Great pants . They fit good comfortable. My son loves them .,Slim straight 5 pocket twill work pants,,0,pos,1,,0,,0,,
target85168933,APPAREL,5,,"My boys have worn these shirts for years!! I recently took my husbands favorite shirt to a shop where they do custom printing..I liked the idea how I could have them duplicate the shirt without my hubby going back to New Zealand to get a new one!! They used a lesser quality shirt and it shrunk and the hem stitches pulled out so I ordered the beefy T and they reprinted it for him..knowing how great these shirts are, he's sure to have it for a LONG time!!:):):)",Great shirts!! :),,0,,0,,0,,0,pos,1
target93103263,APPAREL,5,,This jacket is perfect for layering up with during the harsh winter months and for those chilly fall and spring mornings. I will be buying another one before next winter comes around. Very comfortable and durable.,Outstanding Jacket,pos,1,pos,1,,0,,0,pos,1
under_armour152284283,APPAREL,1,X,These fit great but they tore on the knee the first day I wore them playing basketball,Hole first time I wore them,,0,pos,1,,0,,0,neg,1
under_armour154893986,APPAREL,5,X,Bought these for travel/school team volleyball. Lasts all year with everyday practice for about 4 hours a day. Very comfortable.,Amazing Volleyball Shorts!!,pos,1,,0,,0,,0,pos,1
under_armour178073009,APPAREL,5,X,"Comfort and look are outstanding. Reading a previous review, I was cautious and ordered just one. It is very durable, fits well, looks great, and is comfortable. I ordered two additional styles this afternoon.",Outstanding Product!,,0,pos,1,pos,1,pos,1,pos,1
under_armour93385044,APPAREL,5,,"This is one of the best looking, most comfortable sports bras I own. If I could wear it every day without washing it, I wouldn't hesitate to do so. I has the perfect amount of support, while making my boobs look good enough that I wear this to school every day its not in the wash (I am a high school student). Every day after school I have rowing practice rowing requires a lot of movement in the upper body and this bra is comfortable every stroke. I also play ice hockey and use this sports bra all the time. The material is very durable and great quality!!",My Favorite Sports Bra!!!!,pos,1,pos,1,,0,pos,1,pos,1
vs198641588,APPAREL,5,,"Simply amazing, no complaints whatsoever... Adds a bit of flare to any bikini top!",So Cute!,,0,,0,,0,pos,1,,0
vs198767692,APPAREL,5,X,I love the straps and band of the bra they are slightly larger than they used to be offering better support. The overall fit of the bra was good and extremely comfortable. I would definitely buy again.,Great Bra Very Comfortable,,0,pos,1,pos,1,pos,1,,0
walmart102135323,APPAREL,4,,I BOUGHT 4 T SHIRTS = FREE SHIPPING = THE WAIT TIME WAS SORRY ==BACKORDERED==OVER 6 WEEKS TO 8 = THE SHIRTS ARE 3X AND THEY FIT ME =GOOD SHIRTS=====MAKE A 2 POCKET T-SHIRTS=,Err:509,,0,pos,1,,0,,0,,0
walmart10615348,APPAREL,5,,"High quality, nice style and supurb fit...unbelievable price!",Great buy!,,0,pos,1,pos,1,pos,1,pos,1
walmart150483711,APPAREL,4,,2xist cant be beat for qualite and comfort as well as style.the prices however are high but worth it if you want quality.,very nice,,0,pos,1,pos,1,,0,pos,1
walmart18410626,APPAREL,5,,i use this throughout fall to keep warm and on some winter days too. it is warm and durable,great fit and warm,pos,1,pos,1,,0,,0,pos,1
walmart184249935,APPAREL,2,X,"The ‘Toast and Jammies Holiday Family Polar Bear Sleep Notch Collar’ in my rating would be a 50% thumbs up and 50% thumbs down. This product receives a thumbs up for the cute theme decoration, white polar bears with red scarves and pine trees. Because of this decoration, the outfit is unisex. The texture of the fabric is smooth and soft, made of 100% polyester comfy for baby. It’s so easy to wash all you have to do is to toss it to your washer with the gentle cycle mode and then tumble in the drier in the lowest mode. The reason for the 50% thumbs down is because of its poor quality regarding the stitches. Honestly, I saw a lot of knotted thread in the collar and under the arm part which is visible outside. I feel like it was rushed and stitched just to hold pieces of fabric together, disregarding the part where you have to check the quality of the hem and not only that but the knotted and loose threads. This was poorly done and will be noticed by the customer’s meticulous eyes. I suggest that the producers will consider this review to improve the stitching quality of this product. But the design is definitely a great idea like I said a 50-50 situation for me.",needs quality improvement,,0,,0,,0,pos,1,neg,1
walmart195982924,APPAREL,3,X,"On trend fabric. I ordered Buffalo Plaid pj's for every member of the family. I was late so ended up ordering from several sights to get everyone's. These were the right price and color, but that is it. The shirt fit fine, but the pants were not very comfy, shrunk when washed, and didn't fit great. perhaps if the had been cut just a smidge bigger with the same elastic length in the waist would have provided for more give? Also a fabric blend would have held up better in the wash and been softer.",Get what you pay for,,0,neg,1,pos,1,,0,neg,1
walmart201290084,APPAREL,5,,The fit was excellent. The delivery time was spot-on. I love the soft feel of the material and the fact that you don't have to earn it you can just shake it and hang it straight out the dryer. The price was excellent,Just right,,0,pos,1,pos,1,,0,pos,1
